carat,clarity,color,cut,depth,table,x,y,z,class,volume
0.73,3,2,3,59.9,59.0,5.87,5.77,3.5,"[0, 5000]",118.54464729700089
0.7,3,0,4,61.5,56.0,5.7,5.74,3.52,"[0, 5000]",115.16735092990895
1.21,2,4,2,63.5,58.0,6.73,6.63,4.24,"[0, 5000]",189.18836958908824
0.41,5,2,4,61.7,57.0,4.73,4.8,2.94,"[0, 5000]",66.74976422069557
0.38,6,4,4,60.7,55.0,4.71,4.74,2.87,"[0, 5000]",64.0738928700486
0.31,2,0,4,61.0,57.0,4.38,4.41,2.68,"[0, 5000]",51.76634485088533
0.8,1,1,1,61.4,59.0,5.94,6.01,3.67,"[0, 5000]",131.016806975321
0.51,4,4,3,62.5,58.0,5.12,5.09,3.19,"[0, 5000]",83.13395412520977
1.21,4,6,4,61.8,56.2,6.78,6.86,4.2,"(5000, 10000]",195.34536097572294
1.5,2,4,0,65.0,57.0,7.1,7.06,4.6,"(5000, 10000]",230.57959025363934
0.9,1,3,0,64.5,56.0,6.06,6.0,3.89,"[0, 5000]",141.44040247879025
0.63,5,3,2,62.3,55.0,5.5,5.54,3.44,"[0, 5000]",104.81680102176665
0.47,3,4,4,61.7,57.0,4.99,5.03,3.09,"[0, 5000]",77.55807052328954
0.31,3,2,4,62.6,57.0,4.29,4.33,2.7,"[0, 5000]",50.15438955606936
0.54,4,0,4,62.0,56.0,5.21,5.25,3.24,"[0, 5000]",88.62210090973377
0.55,5,0,3,58.7,57.0,5.44,5.39,3.18,"[0, 5000]",93.24268862850566
0.4,2,3,2,61.6,59.0,4.66,4.72,2.89,"[0, 5000]",63.566125400394355
1.0,2,1,3,62.6,60.0,6.3,6.35,3.97,"(5000, 10000]",158.81985356764787
1.1,1,6,4,60.9,56.0,6.68,6.72,4.08,"[0, 5000]",183.149554150452
1.05,2,2,3,62.8,59.0,6.43,6.4,4.03,"[0, 5000]",165.84256667778953
0.71,6,5,1,63.8,56.0,5.7,5.65,3.62,"[0, 5000]",116.58209438114166
1.51,3,2,1,62.0,59.0,7.18,7.37,4.51,"(10000, 15000]",238.65386870004426
0.3,6,3,3,62.6,58.0,4.27,4.29,2.68,"[0, 5000]",49.09304456704806
0.4,3,0,2,62.3,58.0,4.69,4.72,2.93,"[0, 5000]",64.86082338600342
0.9,2,2,1,61.0,62.0,6.17,6.26,3.79,"[0, 5000]",146.38572368894958
1.0,5,2,3,61.3,55.0,6.44,6.41,3.94,"(5000, 10000]",162.64477593550484
0.25,6,4,2,60.1,62.0,4.08,4.11,2.46,"[0, 5000]",41.25124920835875
0.71,3,1,4,61.0,55.0,5.79,5.75,3.52,"[0, 5000]",117.18959859290123
1.27,1,2,2,61.0,61.0,6.95,7.01,4.26,"(5000, 10000]",207.54508223167406
0.33,3,4,3,60.4,60.0,4.52,4.48,2.72,"[0, 5000]",55.078912581420894
0.5,2,1,2,62.7,55.0,5.06,5.09,3.18,"[0, 5000]",81.90217524843789
1.2,3,2,3,62.1,54.0,6.77,6.73,4.19,"(5000, 10000]",190.90520161028098
0.37,1,2,3,60.2,60.0,4.7,4.6,2.8,"[0, 5000]",60.53599525737774
0.72,3,1,4,60.8,56.0,5.81,5.84,3.54,"[0, 5000]",120.1136166610412
0.32,3,2,2,63.0,57.0,4.33,4.37,2.74,"[0, 5000]",51.846551909176846
1.12,3,3,3,61.7,56.0,6.72,6.61,4.11,"(5000, 10000]",182.56291591827946
1.28,4,1,4,61.7,57.0,6.93,6.97,4.29,"(10000, 15000]",207.21599578698374
0.7,2,2,1,63.8,60.0,5.63,5.6,3.58,"[0, 5000]",112.87023796674724
1.3,5,6,3,62.9,60.0,6.91,6.86,4.33,"(5000, 10000]",205.2532538458194
0.3,3,0,4,62.3,54.0,4.34,4.29,2.69,"[0, 5000]",50.08403638089372
0.7,5,0,4,61.4,56.0,5.72,5.75,3.53,"(5000, 10000]",116.10169480042461
1.21,2,5,3,61.0,56.0,6.91,6.87,4.2,"[0, 5000]",199.38112322141689
0.35,1,0,3,60.8,58.0,4.57,4.51,2.76,"[0, 5000]",56.885536827145664
1.51,2,5,4,62.6,55.0,7.37,7.26,4.58,"(5000, 10000]",245.05839583836345
1.5,3,5,4,62.4,54.1,7.3,7.35,4.57,"(5000, 10000]",245.203362435627
0.36,3,1,4,61.7,57.0,4.59,4.55,2.82,"[0, 5000]",58.89429303249834
0.39,7,2,4,61.9,57.0,4.69,4.68,2.9,"[0, 5000]",63.652680535068434
0.33,6,1,4,61.9,57.0,4.46,4.43,2.75,"[0, 5000]",54.33394835929869
0.66,2,2,3,60.6,58.0,5.69,5.63,3.43,"[0, 5000]",109.87902647703466
1.0,3,2,1,63.9,62.0,6.26,6.32,4.02,"(5000, 10000]",159.04407338034832
0.7,2,1,3,60.0,59.0,5.79,5.75,3.46,"[0, 5000]",115.19205051107406
0.39,5,3,4,62.1,56.0,4.67,4.7,2.91,"[0, 5000]",63.871590335340414
0.72,5,4,4,62.3,56.0,5.74,5.81,3.6,"[0, 5000]",120.05783084985754
0.36,2,0,3,60.1,57.0,4.66,4.62,2.79,"[0, 5000]",60.06646372400675
1.74,3,3,4,62.9,57.0,7.68,7.64,4.82,15000+,282.81446280848667
1.51,3,6,3,62.3,59.0,7.36,7.3,4.57,"(5000, 10000]",245.5369800926023
1.01,2,0,1,58.3,59.0,6.59,6.61,3.85,"(5000, 10000]",167.70561811639774
0.53,2,2,1,63.8,56.0,5.16,5.13,3.28,"[0, 5000]",86.82422261204906
0.3,4,5,3,60.5,60.0,4.3,4.33,2.61,"[0, 5000]",48.595589346094044
1.78,1,6,3,62.6,58.0,7.78,7.72,4.85,"(5000, 10000]",291.298754211025
0.5,2,2,4,61.5,55.0,5.16,5.12,3.16,"[0, 5000]",83.48466993280023
0.41,4,1,2,62.0,57.0,4.74,4.77,2.95,"[0, 5000]",66.69890759070393
1.35,4,3,4,61.5,56.0,7.12,7.15,4.39,"(10000, 15000]",223.48611259180066
0.72,2,2,4,61.5,58.0,5.72,5.76,3.53,"[0, 5000]",116.30361541287215
0.33,5,2,4,60.7,56.0,4.46,4.5,2.72,"[0, 5000]",54.590401041126256
0.31,4,6,3,61.8,59.0,4.31,4.33,2.67,"[0, 5000]",49.82834088432118
0.3,4,0,2,62.0,55.0,4.31,4.35,2.68,"[0, 5000]",50.245979482951135
0.33,6,4,4,62.1,55.0,4.46,4.5,2.78,"[0, 5000]",55.79459990301132
0.7,2,4,4,62.5,56.0,5.64,5.69,3.54,"[0, 5000]",113.60426122891616
1.21,5,4,4,61.3,57.0,6.92,6.87,4.23,"(5000, 10000]",201.09589177400204
0.3,3,0,3,62.9,58.0,4.26,4.23,2.67,"[0, 5000]",48.11287017676172
1.56,4,3,3,60.9,58.0,7.53,7.49,4.57,"(10000, 15000]",257.74663798693825
0.51,5,2,3,60.5,59.0,5.17,5.15,3.12,"[0, 5000]",83.07155971715919
0.54,6,4,4,60.4,55.0,5.27,5.32,3.2,"[0, 5000]",89.71648390707018
1.27,1,4,2,63.1,57.0,6.88,6.84,4.33,"[0, 5000]",203.76634034474176
0.23,5,0,2,62.2,58.0,3.94,3.97,2.46,"[0, 5000]",38.478829432815566
0.75,2,2,0,64.6,57.0,5.7,5.67,3.67,"[0, 5000]",118.61073009275427
1.05,2,4,4,61.3,57.0,6.51,6.54,4.0,"(5000, 10000]",170.30160499420163
0.31,3,2,1,63.7,59.0,4.31,4.26,2.73,"[0, 5000]",50.12444037783048
0.32,2,3,4,62.3,57.0,4.38,4.41,2.74,"[0, 5000]",52.92529173580737
1.01,4,2,4,62.0,57.0,6.45,6.39,3.98,"(5000, 10000]",164.03768250786788
0.71,4,3,2,63.5,55.0,5.66,5.64,3.59,"[0, 5000]",114.60140745760748
0.52,2,3,4,62.4,55.0,5.15,5.17,3.22,"[0, 5000]",85.734113614564
1.53,2,2,4,62.2,55.0,7.35,7.37,4.57,"(10000, 15000]",247.5546172427366
0.35,3,3,2,60.2,60.0,4.54,4.6,2.75,"[0, 5000]",57.43099832677842
0.41,4,1,4,61.5,56.0,4.77,4.79,2.94,"[0, 5000]",67.1740025038204
0.5,5,0,4,61.9,55.1,5.07,5.1,3.15,"[0, 5000]",81.44955370059012
0.31,3,2,3,61.7,58.0,4.38,4.34,2.69,"[0, 5000]",51.13475222158825
0.3,7,2,4,62.3,57.0,4.29,4.31,2.68,"[0, 5000]",49.55293213583086
0.49,2,0,2,58.6,60.0,5.14,5.2,3.03,"[0, 5000]",80.98583416111005
0.72,1,3,3,60.6,61.0,5.83,5.75,3.51,"[0, 5000]",117.66397314050198
1.06,2,5,4,62.6,56.0,6.46,6.54,4.07,"[0, 5000]",171.95099526483918
0.23,3,2,4,60.9,57.0,3.96,3.99,2.42,"[0, 5000]",38.23696966520693
1.3,3,2,3,60.4,59.0,7.12,7.06,4.28,"(10000, 15000]",215.14362134472634
0.54,2,0,4,60.7,56.0,5.27,5.3,3.21,"[0, 5000]",89.65851396759035
0.72,2,3,4,63.0,56.0,5.71,5.68,3.59,"[0, 5000]",116.43374647526363
0.7,3,3,2,61.9,55.0,5.63,5.71,3.51,"[0, 5000]",112.83702574088956
0.37,5,4,2,62.2,59.0,4.54,4.56,2.83,"[0, 5000]",58.58778919307331
0.92,1,3,3,62.9,58.0,6.21,6.15,3.89,"[0, 5000]",148.5649422228385
0.4,2,1,2,62.9,59.0,4.69,4.72,2.96,"[0, 5000]",65.52492673124688
0.34,1,1,3,61.5,58.0,4.52,4.49,2.77,"[0, 5000]",56.21659250999263
0.4,6,3,4,62.0,56.0,4.73,4.76,2.94,"[0, 5000]",66.19351673810586
0.32,4,5,4,62.4,54.0,4.36,4.39,2.73,"[0, 5000]",52.253292376008936
0.51,5,3,1,63.1,58.0,5.07,5.11,3.21,"[0, 5000]",83.16372297698607
1.01,4,1,2,60.4,60.0,6.43,6.48,3.9,"(5000, 10000]",162.49896011369694
1.51,4,6,4,61.8,59.0,7.36,7.39,4.56,"(5000, 10000]",248.02022090602102
1.21,1,0,4,62.0,57.0,6.81,6.83,4.23,"(5000, 10000]",196.74702603625488
0.52,3,3,3,61.7,58.0,5.16,5.14,3.18,"[0, 5000]",84.34122908567043
0.31,6,3,3,59.5,60.0,4.39,4.41,2.62,"[0, 5000]",50.722932486747936
1.08,1,3,4,62.3,56.0,6.53,6.57,4.08,"[0, 5000]",175.04057492433924
1.26,4,6,4,62.2,58.0,6.88,6.92,4.29,"(5000, 10000]",204.24518783305356
1.27,4,2,4,61.6,55.0,6.97,7.03,4.31,"(10000, 15000]",211.18611814199238
0.77,3,2,3,62.4,59.0,5.85,5.81,3.64,"[0, 5000]",123.71814033021442
0.3,3,0,2,62.9,55.0,4.31,4.34,2.72,"[0, 5000]",50.87868964850806
0.3,6,4,4,63.0,56.0,4.27,4.24,2.68,"[0, 5000]",48.52086237265772
1.04,2,2,4,60.9,56.0,6.61,6.56,4.01,"(5000, 10000]",173.880027920168
0.32,3,3,3,61.9,58.0,4.43,4.36,2.72,"[0, 5000]",52.53625612562936
0.9,2,1,2,60.7,61.0,6.17,6.19,3.75,"[0, 5000]",143.2211280949116
1.55,4,5,4,61.9,55.0,7.46,7.43,4.61,"(10000, 15000]",255.52216080349334
0.7,4,2,2,62.4,56.0,5.62,5.7,3.53,"[0, 5000]",113.08001299692167
1.16,1,3,4,61.6,55.0,6.8,6.78,4.18,"(5000, 10000]",192.71472345481843
0.39,5,4,4,61.4,56.1,4.7,4.73,2.89,"[0, 5000]",64.24758998391142
1.35,2,4,4,62.8,57.0,6.98,7.09,4.42,"(5000, 10000]",218.7378530809518
0.32,0,1,3,60.9,58.0,4.42,4.38,2.68,"[0, 5000]",51.883731543582996
0.52,6,4,4,61.0,56.0,5.17,5.21,3.17,"[0, 5000]",85.38617294026571
0.43,6,3,3,62.2,58.0,4.83,4.78,2.99,"[0, 5000]",69.03132815975948
1.01,2,5,3,61.8,58.0,6.45,6.37,3.96,"[0, 5000]",162.7025338329506
1.01,2,4,4,62.4,53.0,6.47,6.42,4.02,"[0, 5000]",166.98034377727885
0.32,2,0,3,63.0,58.0,4.4,4.36,2.76,"[0, 5000]",52.94784258605959
0.93,3,5,2,63.1,58.0,6.19,6.21,3.91,"[0, 5000]",150.3000146119662
0.91,2,1,3,61.5,60.0,6.24,6.19,3.82,"[0, 5000]",147.54978537332155
0.4,3,1,4,60.9,56.0,4.78,4.81,2.92,"[0, 5000]",67.13605990227511
0.4,4,3,4,62.2,56.0,4.72,4.74,2.94,"[0, 5000]",65.7760271802292
0.53,2,5,4,61.6,56.6,5.19,5.21,3.21,"[0, 5000]",86.79808162397578
0.46,7,2,1,57.5,58.0,5.12,5.18,2.96,"[0, 5000]",78.50393265545655
0.57,3,1,2,62.1,59.0,5.29,5.27,3.28,"[0, 5000]",91.44082221205426
0.7,1,2,3,62.9,57.0,5.64,5.61,3.53,"[0, 5000]",111.6906111089
0.4,5,1,2,59.8,60.0,4.8,4.84,2.88,"[0, 5000]",66.90816742675808
0.34,4,6,2,61.7,58.0,4.41,4.47,2.74,"[0, 5000]",54.01279378393085
0.43,4,5,2,60.9,55.0,4.89,4.99,3.01,"[0, 5000]",73.44730539303123
1.14,3,4,4,62.6,53.0,6.67,6.72,4.19,"(5000, 10000]",187.80585484937464
0.51,3,4,2,60.1,59.8,5.14,5.19,3.1,"[0, 5000]",82.69745621955873
0.31,2,3,1,63.6,57.0,4.33,4.29,2.74,"[0, 5000]",50.897416827763564
1.12,7,3,1,59.6,56.0,6.8,6.85,4.07,"(5000, 10000]",189.58061067419055
0.48,7,0,2,60.6,55.0,5.08,5.12,3.09,"[0, 5000]",80.369658764145
0.82,6,5,2,62.8,58.0,5.95,5.99,3.75,"[0, 5000]",133.65186560869233
0.35,4,3,4,60.5,57.0,4.55,4.58,2.76,"[0, 5000]",57.51564125420566
0.76,4,5,4,61.5,57.0,5.85,5.89,3.61,"[0, 5000]",124.38795653795738
1.3,1,3,4,61.9,57.0,7.01,6.95,4.32,"(5000, 10000]",210.46824945914253
1.33,4,3,1,62.8,60.0,6.87,6.92,4.33,"(10000, 15000]",205.84992721341703
0.42,6,0,4,61.8,55.0,4.85,4.83,2.99,"[0, 5000]",70.0422427397585
1.01,3,3,3,61.2,59.0,6.43,6.37,3.92,"(5000, 10000]",160.55966795392604
0.3,2,0,4,61.0,56.0,4.35,4.37,2.66,"[0, 5000]",50.56526919883246
1.01,1,2,1,65.7,58.0,6.12,6.2,4.05,"[0, 5000]",153.6731996360776
0.42,2,2,1,63.4,56.0,4.75,4.78,3.02,"[0, 5000]",68.56910257663725
0.76,3,1,2,63.4,58.0,5.76,5.82,3.67,"[0, 5000]",123.03015507518037
0.56,6,5,4,61.1,55.0,5.33,5.35,3.26,"[0, 5000]",92.96052674032691
0.71,3,2,4,61.8,55.0,5.74,5.76,3.55,"[0, 5000]",117.37151840721111
0.44,5,5,3,61.5,57.0,4.92,4.87,3.01,"[0, 5000]",72.1208031950874
1.25,2,3,4,60.7,56.0,6.98,7.05,4.26,"(5000, 10000]",209.63035750734363
0.7,5,2,3,62.2,58.0,5.72,5.66,3.54,"[0, 5000]",114.60819947145863
0.7,4,6,4,61.4,55.0,5.72,5.75,3.53,"[0, 5000]",116.10169480042461
2.0,1,4,3,62.5,58.0,8.14,8.03,5.05,"(10000, 15000]",330.0892254127308
1.52,6,3,4,61.4,57.0,7.4,7.38,4.54,15000+,247.93848495677946
1.5,3,4,2,61.6,55.0,7.37,7.43,4.56,"(10000, 15000]",249.7014832202513
0.32,6,2,4,62.6,56.0,4.37,4.41,2.75,"[0, 5000]",52.99717177839284
0.28,5,1,2,63.6,56.0,4.13,4.17,2.64,"[0, 5000]",45.466347898375616
1.15,1,4,4,62.5,58.0,6.65,6.69,4.17,"(5000, 10000]",185.51705264144908
0.42,2,0,3,61.5,58.0,4.83,4.8,2.96,"[0, 5000]",68.62464252731321
1.09,1,0,1,63.8,60.0,6.57,6.49,4.16,"[0, 5000]",177.37947987272634
2.01,3,6,0,64.9,60.0,7.82,7.78,5.06,"(10000, 15000]",307.84838757843784
0.52,5,2,4,60.9,56.0,5.19,5.23,3.17,"[0, 5000]",86.04553233336642
0.7,2,0,3,61.2,58.0,5.74,5.7,3.5,"[0, 5000]",114.51299160194412
0.38,3,1,3,62.2,59.0,4.63,4.67,2.89,"[0, 5000]",62.48787383364403
0.31,6,3,2,62.6,61.0,4.28,4.31,2.69,"[0, 5000]",49.6218948292408
1.5,1,4,1,64.2,56.0,7.26,7.2,4.64,"(5000, 10000]",242.5420742422483
0.73,4,1,4,62.8,57.0,5.75,5.78,3.62,"[0, 5000]",120.31070056371675
0.76,2,4,2,63.3,58.0,5.79,5.81,3.67,"[0, 5000]",123.45843353722951
1.53,5,3,4,61.0,55.0,7.5,7.44,4.56,15000+,254.44799876403806
0.35,3,0,4,60.6,56.0,4.57,4.54,2.76,"[0, 5000]",57.263929471963856
0.41,2,1,3,61.0,59.0,4.82,4.78,2.93,"[0, 5000]",67.5060349052851
0.4,5,5,4,62.4,55.0,4.7,4.73,2.94,"[0, 5000]",65.35913888322824
1.27,1,4,2,60.6,59.0,6.97,7.0,4.23,"(5000, 10000]",206.38169471817014
1.11,2,5,4,61.9,55.0,6.65,6.66,4.12,"(5000, 10000]",182.47067336772918
0.6,6,0,4,61.6,56.0,5.41,5.43,3.34,"[0, 5000]",98.11683360942959
0.58,5,3,4,61.9,57.0,5.36,5.33,3.31,"[0, 5000]",94.56272736720462
0.53,3,1,4,62.5,57.0,5.18,5.16,3.23,"[0, 5000]",86.33401909575659
0.52,4,3,2,62.2,63.0,5.22,5.13,3.22,"[0, 5000]",86.22709122397032
0.51,1,0,4,60.9,56.0,5.18,5.2,3.16,"[0, 5000]",85.11775636909479
0.7,3,1,1,63.8,56.0,5.58,5.61,3.57,"[0, 5000]",111.75456504194064
0.24,6,1,4,61.4,57.0,3.99,4.03,2.46,"[0, 5000]",39.55606476729015
1.09,2,1,4,61.8,55.0,6.65,6.58,4.09,"(5000, 10000]",178.96613716825485
0.9,5,4,4,62.0,57.0,6.2,6.15,3.83,"[0, 5000]",146.03789486284253
1.28,3,6,4,62.8,57.0,6.93,6.87,4.33,"(5000, 10000]",206.14739082726882
0.9,1,4,2,59.6,59.0,6.38,6.24,3.76,"[0, 5000]",149.69010881478872
0.39,3,1,2,60.9,58.0,4.72,4.77,2.89,"[0, 5000]",65.0666152094058
1.23,4,5,1,63.6,59.0,6.76,6.85,4.33,"(5000, 10000]",200.5049804644011
0.61,2,1,4,61.2,56.0,5.5,5.48,3.36,"[0, 5000]",101.27039719066619
0.71,2,3,4,62.1,54.0,5.72,5.77,3.57,"[0, 5000]",117.82570108540926
1.09,3,5,4,61.8,57.0,6.55,6.59,4.06,"(5000, 10000]",175.24787669106482
2.03,1,5,2,61.2,55.0,8.14,8.26,5.02,"(10000, 15000]",337.5267503062671
0.3,5,5,4,62.5,54.0,4.27,4.31,2.68,"[0, 5000]",49.32191635345743
0.63,5,3,4,62.6,56.0,5.45,5.48,3.42,"[0, 5000]",102.14171905942908
0.33,3,1,4,61.1,55.0,4.47,4.51,2.74,"[0, 5000]",55.237578402871
0.9,1,2,2,62.4,58.0,6.15,6.19,3.85,"[0, 5000]",146.5637249970912
0.36,5,2,4,61.5,55.0,4.59,4.62,2.83,"[0, 5000]",60.012412890598235
0.33,4,2,4,59.9,56.0,4.54,4.51,2.71,"[0, 5000]",55.4883371308632
0.51,2,1,4,61.5,54.0,5.15,5.19,3.18,"[0, 5000]",84.99663429538256
1.01,3,0,1,61.8,59.0,6.28,6.35,3.9,"(5000, 10000]",155.52420666322706
0.59,2,1,4,62.4,55.0,5.34,5.39,3.35,"[0, 5000]",96.42170762184135
1.19,1,0,2,61.1,58.0,6.84,6.88,4.19,"(5000, 10000]",197.17805837126178
1.19,3,3,3,62.3,58.0,6.82,6.77,4.23,"(5000, 10000]",195.30502724629022
1.72,2,2,1,64.3,60.0,7.52,7.56,4.85,"(10000, 15000]",275.7283117919541
0.34,2,2,4,59.4,57.0,4.58,4.54,2.71,"[0, 5000]",56.3495713810501
1.13,3,3,3,60.1,59.0,6.82,6.75,4.08,"(5000, 10000]",187.82280121536246
1.02,3,1,3,61.6,60.0,6.51,6.42,3.98,"(5000, 10000]",166.3409246222192
0.3,6,3,2,62.4,57.0,4.27,4.29,2.67,"[0, 5000]",48.909861744192106
0.51,1,5,4,60.8,56.0,5.14,5.26,3.16,"[0, 5000]",85.43502781892008
0.9,1,1,2,58.7,63.0,6.23,6.2,3.65,"[0, 5000]",140.98489977807986
1.05,4,1,4,62.1,56.0,6.57,6.48,4.05,"(5000, 10000]",172.42309313286808
0.35,2,3,1,63.4,56.0,4.46,4.5,2.84,"[0, 5000]",56.99879876489638
0.4,4,6,2,63.0,58.0,4.66,4.7,2.95,"[0, 5000]",64.61089630670548
0.72,2,6,4,62.7,56.0,5.67,5.75,3.58,"[0, 5000]",116.71694908313748
0.76,3,1,2,61.0,58.0,5.88,5.93,3.6,"[0, 5000]",125.5262354840469
1.01,2,6,1,63.6,54.0,6.44,6.36,4.07,"[0, 5000]",166.70070001165794
0.5,2,3,1,63.9,57.0,5.06,5.02,3.22,"[0, 5000]",81.79186349103163
0.4,5,1,2,63.7,59.0,4.66,4.69,2.98,"[0, 5000]",65.12909107886883
0.53,2,0,3,61.6,59.0,5.2,5.16,3.19,"[0, 5000]",85.59407586463928
0.35,7,3,4,61.1,56.0,4.54,4.59,2.79,"[0, 5000]",58.13969464932629
1.02,2,4,4,61.8,57.0,6.48,6.41,3.98,"[0, 5000]",165.3164613435478
0.31,7,2,4,62.2,54.0,4.37,4.41,2.73,"[0, 5000]",52.61173816940119
0.78,1,0,4,61.3,56.0,5.95,5.99,3.66,"[0, 5000]",130.44422389313215
1.04,6,4,3,60.4,58.0,6.58,6.53,3.96,"(5000, 10000]",170.15090913314054
1.06,7,1,4,62.0,57.0,6.49,6.54,4.04,"(10000, 15000]",171.4761753332444
1.61,1,1,1,60.9,62.0,7.46,7.57,4.58,"(10000, 15000]",258.64267887921136
0.7,4,6,4,61.6,57.0,5.72,5.77,3.54,"[0, 5000]",116.83557006926353
0.59,6,4,3,62.0,58.0,5.38,5.36,3.33,"[0, 5000]",96.02654623452372
0.92,4,5,1,60.9,63.0,6.27,6.34,3.84,"[0, 5000]",152.6469117975482
0.79,3,6,2,60.8,56.0,5.98,6.02,3.65,"[0, 5000]",131.39854343597412
1.05,3,3,4,62.2,54.0,6.53,6.55,4.07,"(5000, 10000]",174.08002300457062
1.02,5,3,4,62.7,57.0,6.41,6.45,4.03,"(5000, 10000]",166.61833478100743
0.5,1,2,1,62.0,54.7,5.09,5.12,3.16,"[0, 5000]",82.35213086485287
0.42,6,3,4,60.9,55.0,4.83,4.89,2.96,"[0, 5000]",69.91134988784408
1.71,1,1,4,62.7,55.0,7.62,7.69,4.8,"(10000, 15000]",281.2694490452956
0.37,3,3,3,60.7,57.0,4.69,4.64,2.83,"[0, 5000]",61.58532531899834
1.6,3,3,4,62.2,55.0,7.5,7.46,4.65,"(10000, 15000]",260.1675066661835
1.2,0,5,4,61.9,56.0,6.85,6.82,4.23,"[0, 5000]",197.61291311381333
1.31,3,6,3,60.7,58.0,7.1,7.07,4.3,"(5000, 10000]",215.8471119158745
1.52,1,1,3,62.9,59.0,7.31,7.26,4.58,"(5000, 10000]",243.06334971132645
0.51,4,4,3,60.3,58.0,5.16,5.19,3.12,"[0, 5000]",83.55484338560488
0.79,4,1,4,62.0,56.0,5.9,5.93,3.67,"[0, 5000]",128.40229102780333
0.34,6,2,4,62.9,56.0,4.45,4.48,2.81,"[0, 5000]",56.020156696634324
0.9,3,0,1,57.9,62.0,6.33,6.24,3.64,"[0, 5000]",143.77708513700853
0.41,3,0,2,63.8,56.0,4.69,4.74,3.01,"[0, 5000]",66.91410337327763
1.55,4,5,4,61.2,55.0,7.49,7.47,4.58,"(10000, 15000]",256.25235470338106
0.38,7,4,4,60.0,60.0,4.71,4.76,2.84,"[0, 5000]",63.67166565301124
0.61,5,4,1,60.3,60.5,5.44,5.48,3.29,"[0, 5000]",98.07884823580169
0.3,4,2,4,62.6,57.0,4.34,4.29,2.7,"[0, 5000]",50.27022220822335
0.44,5,1,2,59.6,59.0,4.98,4.99,2.97,"[0, 5000]",73.805091608345
0.3,1,0,1,63.3,57.0,4.26,4.3,2.71,"[0, 5000]",49.64178556789417
0.32,2,4,1,63.4,55.0,4.36,4.38,2.77,"[0, 5000]",52.898138637760184
0.3,4,3,4,61.4,55.0,4.31,4.36,2.66,"[0, 5000]",49.98565847996522
0.51,3,3,3,62.3,59.0,5.1,5.07,3.17,"[0, 5000]",81.96669321524618
1.0,4,0,2,62.7,60.0,6.31,6.36,3.97,"(5000, 10000]",159.32245504803274
0.7,1,3,2,58.2,63.0,5.82,5.79,3.38,"[0, 5000]",113.89857046544272
1.18,5,3,3,59.7,58.0,6.94,6.9,4.13,"(5000, 10000]",197.76918984416977
1.52,2,5,3,61.9,58.0,7.37,7.42,4.58,"(5000, 10000]",250.4591265139923
0.9,1,2,2,63.0,56.0,6.09,6.16,3.86,"[0, 5000]",144.80558010581197
1.5,2,3,4,62.8,54.0,7.31,7.29,4.58,"(10000, 15000]",244.0677347466622
1.51,3,3,3,59.2,61.0,7.48,7.44,4.42,"(10000, 15000]",245.97831076487736
1.7,1,0,3,63.0,59.0,7.67,7.6,4.81,"(10000, 15000]",280.3845159351444
1.52,1,4,0,64.9,58.0,7.16,7.13,4.64,"(5000, 10000]",236.87570393788906
0.44,4,5,3,62.8,56.0,4.88,4.83,3.05,"[0, 5000]",71.889719426403
1.01,2,4,2,59.8,61.0,6.54,6.51,3.9,"[0, 5000]",166.04406892965326
0.71,2,0,0,64.6,60.0,5.55,5.6,3.6,"[0, 5000]",111.88799897575366
1.11,4,5,4,63.0,56.0,6.61,6.57,4.15,"(5000, 10000]",180.22496749085454
0.59,3,1,2,59.9,56.0,5.46,5.49,3.28,"[0, 5000]",98.31930773031807
0.31,7,2,4,61.4,56.0,4.37,4.42,2.7,"[0, 5000]",52.15158045548436
0.73,2,2,2,61.3,56.0,5.78,5.84,3.56,"[0, 5000]",120.16851757028198
0.32,4,4,4,63.0,57.0,4.39,4.37,2.76,"[0, 5000]",52.94866482008844
0.33,6,2,4,61.9,56.0,4.42,4.47,2.75,"[0, 5000]",54.33284838762279
0.82,1,1,4,62.1,56.0,6.01,5.98,3.72,"[0, 5000]",133.6960625462895
0.3,5,5,4,62.8,57.0,4.26,4.28,2.68,"[0, 5000]",48.86391023787714
0.33,2,5,1,63.6,53.0,4.43,4.4,2.81,"[0, 5000]",54.77251794939992
0.7,4,5,4,61.5,56.0,5.73,5.76,3.53,"[0, 5000]",116.50694807311247
1.01,1,0,1,64.0,59.0,6.34,6.28,4.04,"[0, 5000]",160.85341572645572
0.3,4,5,3,58.8,61.0,4.43,4.38,2.59,"[0, 5000]",50.254803700292555
1.0,1,0,2,63.3,60.0,6.29,6.19,3.95,"[0, 5000]",153.7936473455286
1.06,3,4,4,62.5,57.0,6.49,6.47,4.05,"(5000, 10000]",170.06071149680102
0.5,6,4,3,62.5,58.0,5.05,5.1,3.17,"[0, 5000]",81.64335352187155
0.54,2,2,4,61.2,56.0,5.23,5.29,3.22,"[0, 5000]",89.08677447402667
0.46,6,6,4,62.5,56.0,4.93,4.89,3.07,"[0, 5000]",74.01063279285162
1.26,6,3,2,60.2,59.0,6.98,7.07,4.23,"(10000, 15000]",208.74458458003429
1.5,2,6,3,62.1,57.0,7.42,7.26,4.56,"(5000, 10000]",245.64355918759912
0.32,2,3,4,61.3,56.0,4.42,4.39,2.7,"[0, 5000]",52.390260236196475
0.24,6,3,4,62.0,56.0,3.97,4.01,2.47,"[0, 5000]",39.32166198323445
